工作/测试,时间,fpga时间,机械方位角,俯仰波束中心角,跟踪航迹号,CPI计数,周期计数,点迹距离,点迹方位,点迹俯仰,点迹速度,和路强度,方位强度,俯仰强度,方位差和比,俯仰差和比,波形模式,点迹多普勒标志,多普勒基底,距离基底,航向角,纵摇角,横摇角
搜索,2025-1225-17 09:18:39:400,4043652,77.05,27.5,0,10727,455,3793,76.58,24.09,0,1767.29,337.11,1344.83,0.19,0.76,长脉冲,无效,168.295,139.932,0,0,0
搜索,2025-1225-17 09:18:39:400,4043660,77.51,-2.5,0,10732,455,2594,79.11,-2.57,2.4,3356.55,2429.78,109.59,0.72,0.03,长脉冲,有效,334.37,465.366,0,0,0
搜索,2025-1225-17 09:18:39:400,4043660,77.51,-2.5,0,10732,455,3805,75.6,-3.68,-2.4,721.27,710.38,162.21,0.99,0.22,长脉冲,有效,108.214,90.136,0,0,0
搜索,2025-1225-17 09:18:39:400,4043668,78.11,2.5,0,10733,455,1070,77.42,1.53,-10.9,9520.66,2751.1,1785.34,0.28,0.19,短脉冲,有效,244.881,450.659,0,0,0
搜索,2025-1225-17 09:18:39:400,4043680,79.54,12.5,0,10735,455,440,78.25,9.13,0,16863.25,9655.84,15042.17,0.57,0.9,短脉冲,无效,1995.371,1167.087,0,0,0
搜索,2025-1225-17 09:18:39:400,4043682,79.91,22.5,0,10737,455,440,79.08,27.11,0,3212.39,1124.01,3170.74,0.35,0.99,短脉冲,无效,397.64,314.537,0,0,0
搜索,2025-1225-17 09:18:39:400,4043691,80.49,-2.5,0,10743,455,2588,79.54,-1.6,2.4,16338.82,6565.08,2347.11,0.41,0.14,长脉冲,有效,1472.648,2639.631,0,0,0
搜索,2025-1225-17 09:18:39:400,4043691,80.49,-2.5,0,10743,455,3595,79.56,-3.83,-2.4,1011.19,400.34,254.53,0.39,0.25,长脉冲,有效,164.08,144.415,0,0,0
搜索,2025-1225-17 09:18:39:400,4043713,82.95,22.5,0,10748,455,440,81.25,25.85,0,1488.19,1206.4,1043.75,0.8,0.71,短脉冲,无效,114.586,169.756,0,0,0
搜索,2025-1225-17 09:18:39:400,4043722,83.44,-2.5,0,10754,455,5346,83.97,-2.94,78,5367.29,1175.52,527.8,0.22,0.09,长脉冲,有效,813.802,575.16,0,0,0
搜索,2025-1225-17 09:18:39:500,4043814,92.45,-2.5,0,10787,455,404,92.33,-2.76,78,9704.81,458.35,654.16,0.05,0.06,短脉冲,有效,596.844,293.351,0,0,0
搜索,2025-1225-17 09:18:39:600,4043865,97.79,17.5,0,10802,455,320,97.23,18.83,0,8925.21,2071.83,2058.55,0.24,0.24,短脉冲,无效,1069.46,994.396,0,0,0
搜索,2025-1225-17 09:18:39:600,4043875,98.48,-2.5,0,10809,455,560,98.21,0.43,-6,3199.52,348.33,1901.3,0.11,0.6,短脉冲,有效,70.793,145.731,0,0,0
搜索,2025-1225-17 09:18:39:600,4043883,99.06,2.5,0,10810,455,560,98.09,-0.34,-6,2966.61,1222.01,1627.89,0.41,0.55,短脉冲,有效,89.738,181.876,0,0,0
搜索,2025-1225-17 09:18:39:700,4043968,107.44,-2.5,0,10842,455,1227,107.55,-1.86,78,565.69,26.5,53.66,0.05,0.09,长脉冲,有效,54.026,94.242,0,0,0
搜索,2025-1225-17 09:18:39:700,4043968,107.44,-2.5,0,10842,455,1257,107.15,-2.62,78,295.2,34.86,12.29,0.11,0.05,长脉冲,有效,39.588,45.989,0,0,0
搜索,2025-1225-17 09:18:42:600,4046875,31.41,12.5,0,11879,456,398,30.64,17.17,0,17045.49,5464.65,17011.04,0.31,0.99,短脉冲,无效,1726.44,1809.585,0,0,0
搜索,2025-1225-17 09:18:42:600,4046876,31.71,17.5,0,11880,456,362,32.39,19.8,0,17552.65,4997.06,7758.98,0.28,0.44,短脉冲,无效,389.769,2208.305,0,0,0
搜索,2025-1225-17 09:18:42:600,4046876,31.71,17.5,0,11880,456,398,31.27,20.63,0,17022.81,3072.78,10987.44,0.17,0.65,短脉冲,无效,1380.71,2167.164,0,0,0
搜索,2025-1225-17 09:18:42:600,4046879,31.99,32.5,0,11883,456,398,32.81,36.88,0,7527.57,2575.66,7086.4,0.35,0.94,短脉冲,无效,690.664,828.349,0,0,0
搜索,2025-1225-17 09:18:42:600,4046906,34.39,12.5,0,11890,456,434,33.71,16.29,0,18983.04,5323.8,15372.95,0.28,0.8,短脉冲,无效,1675.553,2297.46,0,0,0
搜索,2025-1225-17 09:18:42:700,4046936,37.4,12.5,0,11901,456,422,38.66,9.41,0,13156.37,7153.71,12959.72,0.55,0.99,短脉冲,无效,1101.017,1438.034,0,0,0
搜索,2025-1225-17 09:18:42:700,4046937,37.59,17.5,0,11902,456,416,38.76,15.13,0,19782.28,9945.99,8760.39,0.5,0.44,短脉冲,无效,1121.448,1817.203,0,0,0
搜索,2025-1225-17 09:18:42:700,4046947,38.29,-2.5,0,11909,456,1221,37.99,-3.65,-2.4,8320.05,1006.26,1831.58,0.13,0.22,长脉冲,有效,477.478,1364.068,0,0,0
搜索,2025-1225-17 09:18:42:700,4046947,38.29,-2.5,0,11909,456,1227,37.9,-1.07,2.4,9056.26,1453.41,2242.39,0.16,0.25,长脉冲,有效,507.281,1382.208,0,0,0
搜索,2025-1225-17 09:18:42:700,4046947,38.29,-2.5,0,11909,456,2360,38.67,-2.81,-12.1,5998.29,946.05,450.79,0.16,0.08,长脉冲,有效,112.628,111.36,0,0,0
搜索,2025-1225-17 09:18:42:700,4046955,38.89,2.5,0,11910,456,1190,40.05,1.98,2.4,7749.21,3863.89,858.57,0.5,0.11,短脉冲,有效,440.392,163.13,0,0,0
搜索,2025-1225-17 09:18:42:700,4046968,40.68,17.5,0,11913,456,416,39.96,19.91,0,21070.29,6353.12,9861.09,0.3,0.47,短脉冲,无效,1782.924,2133.635,0,0,0
搜索,2025-1225-17 09:18:42:700,4046969,40.78,22.5,0,11914,456,416,39.84,19.36,0,17513.87,6967.35,17051.18,0.39,0.98,短脉冲,无效,604.58,1066.922,0,0,0
搜索,2025-1225-17 09:18:42:700,4046978,41.37,-2.5,0,11920,456,5160,42.23,0.89,45.1,1577.75,574.04,1121.27,0.36,0.71,长脉冲,有效,94.233,113.347,0,0,0
搜索,2025-1225-17 09:18:42:700,4046986,41.96,2.5,0,11921,456,5160,41.85,-0.42,45.1,1856.26,79.81,1056.58,0.05,0.57,长脉冲,有效,94.432,109.769,0,0,0
搜索,2025-1225-17 09:18:42:700,4046998,43.42,12.5,0,11923,456,482,42.84,9.17,0,12426.21,2948.69,11342.34,0.24,0.91,短脉冲,无效,1092.416,1760.886,0,0,0
搜索,2025-1225-17 09:18:42:800,4047009,44.38,-2.5,0,11931,456,1502,44.78,-2.69,2.4,34503.25,5785.27,1881.46,0.17,0.05,长脉冲,有效,1497.906,3521.729,0,0,0
搜索,2025-1225-17 09:18:42:800,4047009,44.38,-2.5,0,11931,456,428,44.6,-3.78,78,5571.62,514.27,1356.73,0.09,0.24,短脉冲,有效,351.079,371.755,0,0,0
搜索,2025-1225-17 09:18:42:800,4047009,44.38,-2.5,0,11931,456,752,44.69,-0.88,78,5428.89,715.33,1567.61,0.13,0.28,短脉冲,有效,390.673,267.942,0,0,0
搜索,2025-1225-17 09:18:42:800,4047030,46.77,22.5,0,11936,456,446,45.63,19.42,0,4730.44,2341.05,4675.08,0.49,0.99,短脉冲,无效,235.187,590.189,0,0,0
搜索,2025-1225-17 09:18:42:800,4047030,46.77,22.5,0,11936,456,476,47.74,19.39,0,4365.99,1796.95,2715.18,0.41,0.61,短脉冲,无效,377.219,585.231,0,0,0
搜索,2025-1225-17 09:18:42:800,4047031,46.86,27.5,0,11937,456,1502,48.22,24.13,0,2603.17,1553.02,1899.68,0.6,0.72,长脉冲,无效,140.256,188.284,0,0,0
搜索,2025-1225-17 09:18:42:800,4047032,46.86,32.5,0,11938,456,290,45.89,29.33,0,1267.53,522.65,813.82,0.41,0.65,短脉冲,无效,124.168,159.734,0,0,0
搜索,2025-1225-17 09:18:42:800,4047040,47.25,-2.5,0,11942,456,1508,46.35,-2.82,-2.4,17603.28,6708.03,1368.01,0.38,0.08,长脉冲,有效,1381.906,2523.675,0,0,0
搜索,2025-1225-17 09:18:42:800,4047092,52.76,22.5,0,11958,456,512,53,19.07,0,5215.17,531.59,4405.36,0.09,0.85,短脉冲,无效,294.958,306.466,0,0,0
搜索,2025-1225-17 09:18:42:900,4047132,56.33,-2.5,0,11975,456,1754,57,-1.73,2.4,27326.31,7609.77,3227.66,0.28,0.13,长脉冲,有效,1796.433,2825.358,0,0,0
搜索,2025-1225-17 09:18:42:900,4047162,59.22,-2.5,0,11986,456,1976,60.2,-2.09,-2.4,35754.28,14824.09,1897.81,0.41,0.05,长脉冲,有效,2012.057,4648.974,0,0,0
搜索,2025-1225-17 09:18:42:900,4047162,59.22,-2.5,0,11986,456,1982,59.89,-1.93,2.4,32985.3,9290.28,2673.63,0.28,0.08,长脉冲,有效,1769.86,4671.439,0,0,0
搜索,2025-1225-17 09:18:42:900,4047184,61.72,22.5,0,11991,456,632,60.26,25.73,0,2074.9,1373.95,1393,0.66,0.68,短脉冲,无效,119.904,192.505,0,0,0
搜索,2025-1225-17 09:18:42:900,4047185,61.82,27.5,0,11992,456,1976,61.4,24.08,0,1083.25,187.39,922.96,0.17,0.85,长脉冲,无效,98.325,80.264,0,0,0
搜索,2025-1225-17 09:18:43:000,4047224,65.35,-2.5,0,12008,456,3793,63.57,-3.68,2.4,890.28,772.61,200.35,0.87,0.22,长脉冲,有效,141.24,74.326,0,0,0
搜索,2025-1225-17 09:18:43:000,4047255,68.22,-2.5,0,12019,456,2426,69.94,-1.73,2.4,13446.82,10790.51,1585.27,0.8,0.11,长脉冲,有效,1415.128,1775.875,0,0,0
搜索,2025-1225-17 09:18:43:000,4047274,70.33,12.5,0,12022,456,308,69.6,12.21,0,11046.22,3374.8,771.93,0.3,0.06,短脉冲,无效,931.431,991.49,0,0,0
搜索,2025-1225-17 09:18:43:000,4047276,70.65,22.5,0,12024,456,308,69.96,26.59,0,3473.65,998.16,3053.1,0.28,0.88,短脉冲,无效,284.069,264.26,0,0,0
搜索,2025-1225-17 09:18:43:000,4047285,71.24,-2.5,0,12030,456,4278,70.63,-2.6,2.4,10779.89,2720.28,417.3,0.25,0.03,长脉冲,有效,937.144,1113.265,0,0,0
搜索,2025-1225-17 09:18:43:000,4047285,71.24,-2.5,0,12030,456,872,71.07,-1.77,78,8010.51,537.38,889.25,0.06,0.11,短脉冲,有效,618.088,634.853,0,0,0
搜索,2025-1225-17 09:18:43:000,4047293,71.83,2.5,0,12031,456,3793,73.75,-0.6,2.4,4401.78,4204.42,4314.23,0.96,0.98,长脉冲,有效,510.059,345.961,0,0,0
搜索,2025-1225-17 09:18:43:000,4047308,73.83,27.5,0,12036,456,2702,73.5,24.06,0,1986.08,262.96,1587.03,0.13,0.8,长脉冲,无效,212.434,106.313,0,0,0
搜索,2025-1225-17 09:18:43:100,4047316,74.33,-2.5,0,12041,456,3055,73.8,-1.59,-2.4,23433.57,5116.33,3390.52,0.22,0.14,长脉冲,有效,1662.182,3290.565,0,0,0
搜索,2025-1225-17 09:18:43:100,4047316,74.33,-2.5,0,12041,456,3049,73.48,-1.35,2.4,26189.77,9366.54,5026.75,0.36,0.19,长脉冲,有效,1692.044,3785.543,0,0,0
搜索,2025-1225-17 09:18:43:100,4047316,74.33,-2.5,0,12041,456,896,73.75,-1.58,-2.4,10703.9,2573.52,1575.34,0.24,0.14,短脉冲,有效,553.593,850.184,0,0,0
搜索,2025-1225-17 09:18:43:100,4047339,76.87,27.5,0,12047,456,3793,76.36,24.07,0,2114.1,444.11,1678.65,0.2,0.79,长脉冲,无效,185.476,151.157,0,0,0
搜索,2025-1225-17 09:18:43:100,4047354,77.93,2.5,0,12053,456,1022,76.55,1.79,-13.4,8325.71,5161.96,1187.09,0.61,0.14,短脉冲,有效,132.721,385.649,0,0,0
搜索,2025-1225-17 09:18:43:100,4047366,79.37,12.5,0,12055,456,440,78,9.2,0,11496.67,7039.54,10607.32,0.61,0.93,短脉冲,无效,1349.416,1539.528,0,0,0
搜索,2025-1225-17 09:18:43:200,4047408,83.25,-2.5,0,12074,456,5346,83.9,-2.87,78,5168.39,1408.24,445.36,0.27,0.08,长脉冲,有效,796.187,545.52,0,0,0
搜索,2025-1225-17 09:18:43:300,4047562,98.29,-2.5,0,12129,456,386,98.56,-2.18,78,4605.3,512.63,167.68,0.11,0.03,短脉冲,有效,358.383,378.776,0,0,0
搜索,2025-1225-17 09:18:46:300,4050561,31.23,12.5,0,13199,457,404,32.73,9.12,0,12519.04,8364.95,11113.33,0.66,0.88,短脉冲,无效,1247.9,1551.75,0,0,0
搜索,2025-1225-17 09:18:46:300,4050562,31.52,17.5,0,13200,457,398,33.12,22.16,0,11472.63,8326.84,11423.62,0.72,0.99,短脉冲,无效,1131.724,1253.029,0,0,0
搜索,2025-1225-17 09:18:46:300,4050592,34.2,12.5,0,13210,457,404,33.61,16.1,0,29687.97,7270.01,22671.25,0.25,0.76,短脉冲,无效,2482.603,1524.723,0,0,0
搜索,2025-1225-17 09:18:46:300,4050593,34.39,17.5,0,13211,457,404,34.76,14.22,0,20851.09,3205.96,14250.92,0.16,0.68,短脉冲,无效,2535.426,1360.15,0,0,0
搜索,2025-1225-17 09:18:46:300,4050603,35.06,-2.5,0,13218,457,1202,33.77,-5.63,2.4,4827.45,2747.11,4694.64,0.57,0.98,短脉冲,有效,399.615,348.523,0,0,0
搜索,2025-1225-17 09:18:46:300,4050623,37.12,12.5,0,13221,457,428,38.01,16.67,0,14514.54,5444.54,13010.25,0.38,0.9,短脉冲,无效,1154.334,1364.679,0,0,0
搜索,2025-1225-17 09:18:46:300,4050624,37.41,17.5,0,13222,457,428,38.08,18.69,0,17458.26,4851.59,3535.32,0.28,0.2,短脉冲,无效,1209.762,1391.806,0,0,0
搜索,2025-1225-17 09:18:46:300,4050625,37.52,22.5,0,13223,457,428,38.12,19.4,0,11073.61,2770.87,10878.94,0.25,0.98,短脉冲,无效,786.775,1425.927,0,0,0
搜索,2025-1225-17 09:18:46:400,4050634,38.11,-2.5,0,13229,457,2318,38,-2.8,-10.9,4034.84,167.88,296.36,0.05,0.08,长脉冲,有效,92.755,119.932,0,0,0
搜索,2025-1225-17 09:18:46:400,4050653,40.22,12.5,0,13232,457,422,39.21,15.47,0,13655.98,5892.61,8275.21,0.43,0.6,短脉冲,无效,1165.289,1858.009,0,0,0
搜索,2025-1225-17 09:18:46:400,4050653,40.22,12.5,0,13232,457,452,39.15,9.15,0,13626.62,6284.84,12324.26,0.46,0.9,短脉冲,无效,1277.668,1511.331,0,0,0
搜索,2025-1225-17 09:18:46:400,4050654,40.5,17.5,0,13233,457,422,40.22,16.01,0,16265.11,1845.19,4536.03,0.11,0.28,短脉冲,无效,1211.984,1321.46,0,0,0
搜索,2025-1225-17 09:18:46:400,4050655,40.63,22.5,0,13234,457,422,40.03,19.08,0,12772.27,3154.35,10867.64,0.25,0.85,短脉冲,无效,502.747,951.206,0,0,0
搜索,2025-1225-17 09:18:46:400,4050672,41.81,2.5,0,13241,457,578,42.15,3.59,25.6,4628.28,652,843.03,0.14,0.19,短脉冲,有效,317.58,321.362,0,0,0
搜索,2025-1225-17 09:18:46:400,4050695,44.11,-2.5,0,13251,457,1502,45.46,-2.87,2.4,24301.83,14367.45,2086.39,0.6,0.08,长脉冲,有效,1448.849,2770.837,0,0,0
搜索,2025-1225-17 09:18:46:400,4050703,44.69,2.5,0,13252,457,416,45.07,-0.78,-2.4,3785.81,605.72,2608.6,0.16,0.69,短脉冲,有效,314.538,277.129,0,0,0
搜索,2025-1225-17 09:18:46:400,4050718,46.58,27.5,0,13257,457,1502,48.03,24.06,0,2650.99,1706.27,2197.65,0.65,0.83,长脉冲,无效,167.268,220.894,0,0,0
搜索,2025-1225-17 09:18:46:500,4050719,46.67,32.5,0,13258,457,290,47.87,35.83,0,1294.76,671.91,900.39,0.52,0.69,短脉冲,无效,156.596,156.271,0,0,0
搜索,2025-1225-17 09:18:46:500,4050776,52.19,12.5,0,13276,457,1760,53.74,9.06,0,5414.95,3785.77,4473.84,0.69,0.82,长脉冲,无效,617.973,155.384,0,0,0
搜索,2025-1225-17 09:18:46:500,4050776,52.19,12.5,0,13276,457,512,51.47,10.89,0,10621.33,3205.16,3173.83,0.3,0.3,短脉冲,无效,874.246,1379.017,0,0,0
搜索,2025-1225-17 09:18:46:500,4050778,52.59,22.5,0,13278,457,512,53.29,19.61,0,6181.68,1810.29,3468.12,0.3,0.57,短脉冲,无效,363.734,530.077,0,0,0
搜索,2025-1225-17 09:18:46:500,4050808,55.39,17.5,0,13288,457,560,56.25,20.18,0,8579.48,3096.9,4580.47,0.36,0.54,短脉冲,无效,499.06,768.73,0,0,0
搜索,2025-1225-17 09:18:46:500,4050809,55.49,22.5,0,13289,457,560,56.42,19.35,0,4693.59,1834.36,2985.47,0.39,0.63,短脉冲,无效,344.276,518.089,0,0,0
搜索,2025-1225-17 09:18:46:600,4050818,56.07,-2.5,0,13295,457,1760,55.64,-1.88,2.4,44773.44,7778.63,4046.39,0.17,0.09,长脉冲,有效,2749.807,4021.461,0,0,0
搜索,2025-1225-17 09:18:46:600,4050818,56.07,-2.5,0,13295,457,776,56.26,-1.98,78,11272.11,928.96,815.45,0.08,0.08,短脉冲,有效,483.629,653.377,0,0,0
搜索,2025-1225-17 09:18:46:600,4050840,58.46,22.5,0,13300,457,590,57.33,19.35,0,3956.31,1933.06,2518.66,0.49,0.63,短脉冲,无效,243.076,547.957,0,0,0
搜索,2025-1225-17 09:18:46:600,4050849,59.05,-2.5,0,13306,457,1958,58.5,-2.34,-2.4,26383.95,5998.57,211.72,0.22,0.02,长脉冲,有效,577.659,3386.122,0,0,0
搜索,2025-1225-17 09:18:46:600,4050849,59.05,-2.5,0,13306,457,1970,58.61,-2.66,-3.6,20446.17,3698.59,997.62,0.17,0.05,长脉冲,有效,1485.597,2837.948,0,0,0
搜索,2025-1225-17 09:18:46:600,4050849,59.05,-2.5,0,13306,457,1976,58.49,-1.79,2.4,26629.3,6118.61,2858.39,0.24,0.11,长脉冲,有效,2025.109,4012.441,0,0,0
搜索,2025-1225-17 09:18:46:600,4050849,59.05,-2.5,0,13306,457,1982,59.07,-3.47,3.6,23803.65,215.58,4492.97,0.02,0.19,长脉冲,有效,1813.81,3528.786,0,0,0
搜索,2025-1225-17 09:18:46:600,4050910,65.07,-2.5,0,13328,457,2168,66.2,-2.88,-2.4,26151.46,12629.58,2267.45,0.49,0.09,长脉冲,有效,1289.231,2589.676,0,0,0
搜索,2025-1225-17 09:18:46:600,4050910,65.07,-2.5,0,13328,457,2174,65.78,-3.6,2.4,39226.65,11587.4,8284.94,0.3,0.2,长脉冲,有效,1912.396,3315.96,0,0,0
搜索,2025-1225-17 09:18:46:600,4050941,68.05,-2.5,0,13339,457,1364,66.96,-3.45,2.4,1705.19,800.36,317.62,0.47,0.19,长脉冲,有效,190.008,207.532,0,0,0
搜索,2025-1225-17 09:18:46:700,4050961,70.07,12.5,0,13342,457,302,70.93,9.13,0,4764.93,1730.48,3472.99,0.36,0.72,短脉冲,无效,422.074,663.206,0,0,0
搜索,2025-1225-17 09:18:46:700,4050961,70.07,12.5,0,13342,457,338,69.16,9.08,0,8023.15,3096.3,6810.08,0.39,0.85,短脉冲,无效,757.284,616.771,0,0,0
搜索,2025-1225-17 09:18:46:700,4050972,71.07,-2.5,0,13350,457,4284,71.53,-3.34,78,4592.73,880.37,764.91,0.19,0.17,长脉冲,有效,764.587,146.571,0,0,0
搜索,2025-1225-17 09:18:46:700,4050991,73.18,12.5,0,13353,457,3805,73.78,9.16,0,2267.04,567.44,1620.88,0.25,0.71,长脉冲,无效,319.42,124.817,0,0,0
搜索,2025-1225-17 09:18:46:800,4050994,73.68,27.5,0,13356,457,1880,73.14,24.33,0,1752.28,385.7,1690.95,0.22,0.96,长脉冲,无效,124.521,144.647,0,0,0
搜索,2025-1225-17 09:18:46:800,4051002,74.07,-2.5,0,13361,457,3049,73.57,-1.57,2.4,36159.87,7412.35,5362.09,0.2,0.14,长脉冲,有效,1986.512,2980.618,0,0,0
搜索,2025-1225-17 09:18:46:800,4051002,74.07,-2.5,0,13361,457,3055,74.37,-1.85,-2.4,33473.8,4204.73,3225.96,0.13,0.09,长脉冲,有效,1937.21,3170.582,0,0,0
搜索,2025-1225-17 09:18:46:800,4051025,76.62,27.5,0,13367,457,3793,76,24.32,0,2091.68,532.55,2015.7,0.25,0.96,长脉冲,无效,163.726,153.297,0,0,0
搜索,2025-1225-17 09:18:46:800,4051033,77.08,-2.5,0,13372,457,422,77.72,-2.04,78,6777.04,1823.45,419.88,0.27,0.06,短脉冲,有效,373.137,420.264,0,0,0
搜索,2025-1225-17 09:18:46:800,4051041,77.66,2.5,0,13373,457,974,76.06,1.66,-13.4,7475.77,5592.2,1232.82,0.76,0.16,短脉冲,有效,247.382,273.103,0,0,0
搜索,2025-1225-17 09:18:46:800,4051095,83.07,-2.5,0,13394,457,3031,83.89,-1.64,-4.8,1246.65,430.88,169.59,0.35,0.14,长脉冲,有效,97.382,187.819,0,0,0
搜索,2025-1225-17 09:18:46:800,4051095,83.07,-2.5,0,13394,457,5346,84,-2.69,78,3863.07,1512.33,210.34,0.39,0.05,长脉冲,有效,626.73,444.381,0,0,0
搜索,2025-1225-17 09:18:46:800,4051125,86.06,-2.5,0,13405,457,530,86.7,-0.1,-6,4632.92,1233.07,2145.84,0.27,0.46,短脉冲,有效,84.533,272.576,0,0,0
搜索,2025-1225-17 09:18:46:900,4051133,86.64,2.5,0,13406,457,530,86.09,-0.77,-6,4281.58,966.06,2925.78,0.22,0.68,短脉冲,有效,112.114,179.457,0,0,0
搜索,2025-1225-17 09:18:46:900,4051187,92,-2.5,0,13427,457,2000,91.82,-1.86,-7.3,1201.8,83.35,114,0.06,0.09,长脉冲,有效,75.492,88.733,0,0,0
搜索,2025-1225-17 09:18:47:000,4051239,97.43,22.5,0,13443,457,314,98.15,26.5,0,10604.61,3190,9094.12,0.3,0.85,短脉冲,无效,768.865,882.728,0,0,0
搜索,2025-1225-17 09:18:47:000,4051301,103.5,27.5,0,13466,457,350,104.45,24.06,0,2292.37,915.83,1885.79,0.39,0.82,短脉冲,无效,145.362,276.138,0,0,0
搜索,2025-1225-17 09:18:50:000,4054249,31.24,17.5,0,14520,458,392,30.13,20.32,0,14993.54,7218,8506.34,0.49,0.57,短脉冲,无效,1212.705,1852.731,0,0,0
搜索,2025-1225-17 09:18:50:000,4054251,31.54,32.5,0,14523,458,392,30.77,35.1,0,7471.59,2406.11,3839.15,0.31,0.52,短脉冲,无效,838.295,795.788,0,0,0
搜索,2025-1225-17 09:18:50:000,4054259,31.92,-2.5,0,14527,458,6551,32.27,0.72,2.4,884.32,130.85,590.64,0.14,0.66,长脉冲,有效,131.782,132.187,0,0,0
搜索,2025-1225-17 09:18:50:000,4054259,31.92,-2.5,0,14527,458,6557,30.05,-4.15,-2.4,1072,1013.84,329.84,0.94,0.31,长脉冲,有效,131.857,128.173,0,0,0
搜索,2025-1225-17 09:18:50:000,4054259,31.92,-2.5,0,14527,458,6563,30.14,-4.71,-3.6,1050.68,917.54,434.86,0.87,0.41,长脉冲,有效,120.922,124.513,0,0,0
搜索,2025-1225-17 09:18:50:000,4054278,33.93,12.5,0,14530,458,404,32.29,9.08,0,14873.72,11516.77,11467.55,0.77,0.77,短脉冲,无效,1427.872,1751.912,0,0,0
搜索,2025-1225-17 09:18:50:000,4054281,34.41,27.5,0,14533,458,410,35.08,25.96,0,5073.14,1420.33,1458.84,0.28,0.28,短脉冲,无效,320.423,482.714,0,0,0
搜索,2025-1225-17 09:18:50:000,4054282,34.5,32.5,0,14534,458,368,35.43,37.16,0,4995.93,1950.96,4976.89,0.39,0.99,短脉冲,无效,707.767,651.53,0,0,0
搜索,2025-1225-17 09:18:50:000,4054289,34.89,-2.5,0,14538,458,99,34.11,-2.61,-2.4,1493.14,487.8,59.3,0.33,0.05,短脉冲,有效,112.53,36.28,0,0,0
搜索,2025-1225-17 09:18:50:000,4054309,36.95,12.5,0,14541,458,428,36.17,16.07,0,17581.53,5709.42,13306.17,0.33,0.76,短脉冲,无效,1508.997,1731.331,0,0,0
搜索,2025-1225-17 09:18:50:000,4054311,37.34,22.5,0,14543,458,380,36.35,19.44,0,12023.61,5104.37,11939.55,0.43,0.99,短脉冲,无效,376.729,1703.285,0,0,0
搜索,2025-1225-17 09:18:50:100,4054320,37.84,-2.5,0,14549,458,2276,37.2,-2.92,-9.7,3982.54,1060.37,379.34,0.27,0.09,长脉冲,有效,103.918,134.531,0,0,0
搜索,2025-1225-17 09:18:50:100,4054328,38.45,2.5,0,14550,458,1196,38.46,0.47,2.4,10912.88,56.16,4099.04,0,0.38,短脉冲,有效,669.428,332.912,0,0,0
搜索,2025-1225-17 09:18:50:100,4054341,40.25,17.5,0,14553,458,416,39.89,20.52,0,16217.26,2353.21,10010.94,0.14,0.61,短脉冲,无效,1253.509,2201.697,0,0,0
搜索,2025-1225-17 09:18:50:100,4054342,40.36,22.5,0,14554,458,416,41.25,19.19,0,11820.19,4423.84,8256.4,0.38,0.69,短脉冲,无效,525.671,1116.875,0,0,0
搜索,2025-1225-17 09:18:50:100,4054371,43.27,17.5,0,14564,458,428,43.52,19.21,0,22282.85,2344.93,6868.6,0.11,0.31,短脉冲,无效,1405.635,2437.008,0,0,0
搜索,2025-1225-17 09:18:50:100,4054382,43.92,-2.5,0,14571,458,1502,45.23,-1.31,78,7683.46,4365.86,1537.21,0.57,0.2,长脉冲,有效,1173.621,331.276,0,0,0
搜索,2025-1225-17 09:18:50:100,4054382,43.92,-2.5,0,14571,458,5514,44.01,0.56,50,867.5,34.5,543.94,0.05,0.63,长脉冲,有效,80.746,69.511,0,0,0
搜索,2025-1225-17 09:18:50:100,4054382,43.92,-2.5,0,14571,458,1154,44.09,-1.36,-3.6,1797.15,129.2,343.25,0.08,0.19,短脉冲,有效,130.52,90.987,0,0,0
搜索,2025-1225-17 09:18:50:100,4054389,44.5,2.5,0,14572,458,5514,42.88,-0.88,50,584.41,443.86,515.28,0.76,0.88,长脉冲,有效,42.443,54.646,0,0,0
搜索,2025-1225-17 09:18:50:100,4054412,46.87,-2.5,0,14582,458,1502,48.15,-2.62,2.4,29431.75,16346.9,1265.76,0.55,0.05,长脉冲,有效,1910.279,3725.625,0,0,0
搜索,2025-1225-17 09:18:50:200,4054463,52.04,12.5,0,14596,458,506,50.95,15.17,0,7272,3429.85,3855.41,0.47,0.54,短脉冲,无效,604.44,741.312,0,0,0
搜索,2025-1225-17 09:18:50:200,4054474,52.91,-2.5,0,14604,458,1754,53.62,-3.15,2.4,21089.51,6288.54,2836.93,0.3,0.14,长脉冲,有效,2583.241,3072.994,0,0,0
搜索,2025-1225-17 09:18:50:200,4054481,53.5,2.5,0,14605,458,1760,51.97,4.69,2.4,4942.14,3466.48,2061.02,0.71,0.41,长脉冲,有效,676.471,427.38,0,0,0
搜索,2025-1225-17 09:18:50:200,4054494,55.23,17.5,0,14608,458,560,56.52,21.06,0,6335.73,3555.9,4775.58,0.57,0.76,短脉冲,无效,493.864,728.61,0,0,0
搜索,2025-1225-17 09:18:50:200,4054504,55.9,-2.5,0,14615,458,1754,55.12,-1.53,2.4,25855.45,8420.94,4074.93,0.33,0.16,长脉冲,有效,1664.383,4107.133,0,0,0
搜索,2025-1225-17 09:18:50:200,4054504,55.9,-2.5,0,14615,458,1760,56.39,-3.05,-3.6,20474.14,4203.44,2392.23,0.2,0.11,长脉冲,有效,1796.29,2748.778,0,0,0
